Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,View,Price
1109,2360,4,2,2,2001,2,2,0,0,600000
1110,2230,3,2,2,1987,3,3,0,0,600000
1111,2630,4,2,2,1986,3,2,0,0,625000
1112,1010,3,1,1,1966,1,2,0,0,150000
1113,1445,3,2,2,2003,2,2,1,0,389999
1114,2380,3,2,2,1935,2,2,1,0,285000
1115,2830,4,3,2,1998,3,2,0,0,744000
1116,3010,4,2,2,1996,3,2,0,0,700000
1117,2000,4,2,1,1978,0,3,0,0,318989
1118,2020,3,2,2,1998,2,2,0,0,556000
1119,2030,3,2,2,1993,1,2,0,0,275000
1120,2550,3,3,2,1994,1,2,0,0,430000
1121,970,2,1,1,1949,2,2,0,0,300000
1122,1540,3,2,1,1967,2,4,0,0,396450
1123,1396,2,1,1,1940,3,2,0,0,225000
1124,2780,4,3,2,2006,2,2,0,0,700000
1125,2220,6,2,1,1977,0,2,0,0,260000
1126,2350,4,4,2,1994,2,2,1,3,655000
1127,2760,3,2,2,1978,3,4,0,0,1185000
1128,4460,3,2,2,1992,2,2,0,0,1550000
1129,1440,3,2,1,2007,3,2,0,0,413800
1130,5330,5,4,2,2006,2,2,1,2,950000
1131,2220,4,2,2,2014,2,2,0,0,334990
1132,5305,5,5,2,2005,2,2,1,2,2700000
1133,3880,3,4,2,2009,2,2,1,3,1030000
1134,3810,4,3,1,2007,2,2,1,1,1130000
1135,1960,3,3,2,2007,2,2,1,0,556000
1136,1530,3,2,3,2009,2,2,0,0,360000
1137,3250,4,2,2,1983,0,3,0,0,480000
1138,1750,3,2,2,1994,1,2,0,0,324000
1139,3440,4,3,2,1983,2,2,0,0,1050000
1140,1170,1,1,1,1962,1,4,1,0,275000
1141,870,3,1,1,1969,0,2,0,0,180000
1142,2930,4,2,2,1998,3,2,0,0,749000
1143,3160,3,2,1,1966,3,3,1,2,1600000
1144,800,2,1,1,1918,2,2,0,0,373500
1145,2350,4,2,2,1987,3,3,0,0,770000
1146,1060,2,2,1,1977,3,2,0,0,356000
1147,2060,3,2,1,1984,3,3,1,0,625000
1148,1560,2,2,1,1904,2,3,1,0,494400
1149,3000,4,2,1,1950,1,2,1,3,585000
1150,1660,3,2,2,1907,2,2,0,0,926300
1151,1650,3,2,1,1908,2,4,1,0,600000
1152,3220,4,3,2,1990,0,2,1,0,430000
1153,2320,3,2,1,1976,1,2,0,0,307000
1154,2750,4,3,1,1981,0,2,1,3,604700
1155,910,3,1,1,1956,2,1,0,0,219900
1156,840,2,2,2,2005,2,2,0,0,270000
1157,1470,3,2,2,2007,2,2,1,0,432000
1158,2040,6,2,1,1943,1,3,0,0,300000
1159,1100,3,1,2,1922,0,3,0,4,361000
1160,940,2,1,1,1959,1,3,0,0,249950
1161,1110,3,2,1,1978,1,4,0,0,320000
1162,2200,4,2,2,1942,2,4,1,0,305000
1163,2860,2,2,1,1948,0,2,1,4,503000
1164,740,2,1,1,1938,2,1,0,0,235750
1165,2740,4,2,1,1954,2,2,1,2,657000
1166,1250,3,1,1,1956,3,3,0,0,385000
1167,3140,4,2,2,1991,0,2,0,0,389950
1168,820,2,1,1,1954,2,2,0,0,150000
1169,2570,4,3,2,1998,0,2,1,0,254500
1170,2350,4,2,1,1977,3,3,1,0,555000
1171,3600,4,3,1,1976,3,3,1,4,1075000
1172,1580,4,2,1,1967,0,2,1,0,245000
1173,1070,2,1,1,1949,2,4,0,2,319950
1174,1070,3,1,1,1951,2,4,0,0,337000
1175,1640,4,2,2,1907,2,2,0,0,492000
1176,2890,3,3,2,1987,2,3,1,3,1170000
1177,1220,3,1,1,1966,2,2,0,0,348580
1178,1400,2,1,1,1922,1,2,1,0,180000
1179,1040,3,1,1,1942,2,2,0,0,400000
1180,980,4,2,1,1978,1,4,0,0,295000
1181,3340,4,3,2,1963,3,2,1,0,910000
1182,6040,6,4,2,1996,2,2,1,0,1150000
1183,1900,3,4,2,2008,2,2,1,0,431500
1184,1740,4,2,1,1962,0,2,1,0,180000
1185,2000,3,2,1,1916,2,3,1,0,677000
1186,1610,3,2,1,1973,2,2,1,0,1180500
1187,3240,4,2,1,1977,3,2,1,0,635700
1188,2230,5,2,1,1978,3,2,1,0,482000
1189,1160,2,2,2,1998,2,2,0,0,168000
1190,2410,4,3,1,1950,2,4,1,0,805000
1191,590,2,1,2,1983,1,2,0,0,398000
1192,2600,4,2,2,1996,3,2,0,0,665000
1193,2170,4,3,1,1968,3,3,1,0,592500
1194,2080,4,3,2,1912,2,2,0,0,940000
1195,2860,4,2,2,1999,3,2,0,0,655000
1196,2980,4,2,2,2000,2,2,0,0,622500
1197,1230,2,2,2,2011,2,2,1,0,380000
1198,2260,4,2,1,1947,2,3,1,1,648360
1199,2200,3,3,1,1982,3,2,1,0,432000
1200,3030,4,2,2,1988,3,3,0,0,1050000
1201,1060,2,1,2,1979,2,2,0,0,353250
1202,4260,4,3,2,1996,3,2,0,0,1000000
1203,998,3,2,2,2007,2,2,1,0,320000
1204,2052,4,2,2,2014,0,2,0,0,349900
1205,3150,4,4,2,2005,0,2,0,0,330000
1206,1950,3,2,1,2006,0,3,0,0,408000
1207,1347,3,2,3,2010,2,2,0,0,321000
1208,3860,4,4,2,2007,2,2,0,0,1051000
1209,5060,4,6,2,2008,3,2,0,0,2150000
1210,1360,3,2,3,2008,2,2,0,0,359000
1211,2760,5,2,2,2006,2,2,0,0,300000
1212,2420,5,4,2,2013,2,2,0,0,380000
1213,2450,3,2,2,2010,3,2,0,0,660000
1214,1280,3,2,3,2005,2,2,0,0,355000
1215,1550,3,2,2,2011,0,2,0,0,259000
1216,550,1,1,2,2008,2,2,0,0,353000
1217,1520,2,2,2,2007,2,2,1,0,430000
1218,1670,3,1,2,1939,2,3,1,0,460000
1219,430,1,1,1,1912,1,1,0,0,80000
1220,2380,4,2,2,1991,3,3,0,0,782000
1221,960,3,1,1,1982,1,4,0,0,218000
1222,1920,3,1,1,1952,2,2,1,2,325000
1223,3680,4,3,1,1967,2,2,1,3,980000
1224,2530,4,2,1,1976,3,4,1,0,902000
1225,3840,5,2,2,1991,0,2,0,0,556000
1226,1240,3,2,2,1926,2,4,0,0,662990
1227,1300,2,1,2,1975,2,3,0,0,225000
1228,2380,4,2,2,2002,1,2,0,0,439950
1229,1300,2,1,1,1958,0,4,0,0,175000
1230,780,2,1,1,1946,3,3,0,0,306000
1231,1810,4,2,1,1970,0,2,1,0,235000
1232,2420,3,2,2,1911,1,2,0,0,399500
1233,1280,3,1,2,1910,2,2,0,0,478000
1234,1680,2,1,1,1941,2,3,1,0,515000
1235,2510,3,2,2,1992,1,2,0,0,550000
1236,1700,3,1,1,1955,2,2,0,0,149000
1237,1680,3,2,1,1992,2,2,1,0,526000
1238,820,1,1,1,1999,2,2,0,0,527550
1239,4380,3,4,2,1983,3,4,0,0,1050000
1240,2600,3,2,1,1984,3,2,0,0,625000
1241,3400,5,3,2,1999,3,2,0,0,950000
1242,2120,5,2,1,1942,1,3,1,0,377691
1243,2250,4,3,1,1951,2,2,1,0,648475
1244,1800,3,1,1,1942,2,3,1,0,383000
1245,2210,3,2,2,1994,3,2,0,0,535000
1246,1560,3,2,2,1923,2,2,0,0,449950
1247,2430,4,3,1,1967,3,2,0,0,465425
1248,2560,4,2,2,1987,3,3,0,0,675000
1249,1960,3,3,2,1926,2,4,1,0,599000
1250,1110,3,2,1,1963,3,3,0,0,416000
1251,1030,2,2,1,1924,2,2,1,0,595000
1252,1350,4,1,1,1966,1,2,0,0,200000
1253,1540,3,2,2,2005,2,2,0,0,402000
1254,1830,4,2,1,1966,3,3,1,0,433000
1255,1930,4,2,2,1979,0,2,0,0,275000
1256,1650,3,2,2,1983,2,2,0,0,410000
1257,3510,4,2,1,1965,1,2,1,2,554820
1258,3370,4,3,1,1988,2,2,1,3,1325000
1259,2390,3,2,2,1984,3,2,0,0,735000
1260,1230,3,1,1,1951,3,3,0,0,607000
1261,2830,4,3,2,1987,0,3,0,0,549900
1262,1620,3,2,1,1988,1,2,1,0,258000
1263,2290,4,4,2,1940,2,4,1,0,661254
1264,2840,4,2,1,1952,3,2,1,0,945000
1265,4220,4,4,2,1993,0,2,0,0,799950
1266,1080,3,1,1,1967,0,2,0,0,132500
1267,1620,3,2,1,1973,3,2,1,0,467100
1268,4390,4,4,2,1990,3,2,1,3,1610000
1269,1620,3,2,1,1926,2,4,1,0,641000
1270,1010,3,1,1,1947,1,3,0,0,350000
1271,1750,4,2,1,1983,1,3,1,0,335000
1272,4080,3,4,2,2000,0,2,0,3,900000
1273,2560,4,2,1,1965,2,3,1,0,440000
1274,1120,3,2,2,1925,2,3,0,0,464600
1275,4740,4,4,2,2003,3,2,0,0,1200000
1276,1340,2,1,1,1947,2,2,0,2,300000
1277,1590,4,2,1,1951,2,2,0,0,670500
1278,1430,3,1,1,1919,2,3,1,0,552000
1279,1450,4,1,1,1943,2,2,0,0,244000
1280,3500,4,3,2,2005,3,2,0,0,788600
1281,1630,3,2,1,1987,1,2,0,0,445000
1282,1814,4,2,1,1951,2,3,1,0,530000
1283,580,2,1,1,1943,2,2,0,0,90000
1284,1670,3,2,2,1931,2,2,0,0,585000
1285,1140,2,2,1,1924,2,2,0,0,498000
1286,800,2,1,1,1940,2,2,0,2,379000
1287,1300,3,2,1,1919,2,4,1,0,462000
1288,2440,4,2,2,1993,1,2,0,0,388000
1289,1490,3,2,2,1984,0,2,0,0,255000
1290,1800,3,3,1,1966,3,3,1,0,665000
1291,1830,3,2,1,1959,3,4,0,0,550000
1292,1500,3,1,1,1947,2,2,1,0,606000
1293,2210,4,2,1,1965,2,3,1,2,334000
1294,1270,3,2,3,2006,2,2,0,0,360000
1295,1140,2,1,2,2007,2,2,1,0,235000
1296,1620,3,2,3,2008,2,2,1,4,580000
1297,1220,3,2,3,2007,2,2,0,0,355000
1298,750,2,2,2,2006,2,2,0,0,375000
1299,1960,4,2,1,1979,1,4,1,0,372000
1300,1370,3,1,2,1924,2,2,0,0,479000
1301,4580,5,4,3,2004,3,2,0,4,2000000
1302,5584,4,4,2,1998,1,2,0,0,1680000
1303,1010,2,1,1,1924,2,4,0,0,501000
1304,1260,3,2,1,1994,1,2,0,0,245000
1305,1740,3,2,2,1989,2,3,0,0,496700
1306,2670,4,2,2,1996,0,2,0,0,347000
1307,720,2,1,1,1943,1,4,0,0,199000
1308,2460,3,2,2,2007,2,2,0,0,440500
1309,3670,4,2,2,2005,3,2,0,0,820000
1310,2630,4,4,2,1984,0,2,1,3,325000
1311,1570,3,2,1,1991,1,2,0,0,195000
1312,2980,3,3,1,1981,3,2,1,0,675000
1313,1560,3,2,2,2003,1,2,0,0,295000
1314,1620,3,2,1,1955,1,4,0,0,355300
1315,1140,3,1,1,1960,2,2,0,0,276000
1316,2730,2,2,1,1976,1,3,1,0,460000
1317,2130,3,2,1,1989,3,3,0,0,880000
1318,1780,3,2,2,2001,1,2,0,0,370000
1319,2100,4,2,2,2009,1,2,0,0,346000
1320,1140,3,1,1,1972,0,2,0,0,172500
1321,1690,3,2,1,1956,1,3,1,0,379950
1322,1160,2,1,1,1942,2,3,1,0,468000
1323,1720,4,3,2,1978,2,2,0,0,477000
1324,1210,3,1,2,1924,2,3,0,0,529000
1325,1255,3,2,3,2004,2,2,0,0,312000
1326,880,2,1,1,1942,2,2,0,0,326100
1327,1050,3,1,2,1954,2,2,0,0,360000
1328,1650,3,2,1,1961,1,3,0,0,438000
1329,1570,3,1,1,1954,1,2,0,0,360000
1330,2920,4,2,1,1921,2,2,1,3,1050000
1331,3000,4,3,2,1913,2,2,1,3,688000
1332,1850,3,2,1,1983,2,3,0,0,585000
1333,1440,3,2,1,1983,0,3,1,0,265000
1334,1440,3,2,1,1973,2,2,0,0,375000
1335,1810,3,1,2,1970,3,2,0,0,326500
1336,1180,2,1,1,1918,2,2,0,0,160000
1337,3070,4,4,2,1927,2,4,1,0,1570000
1338,3390,5,3,2,2004,3,2,0,0,735000
1339,1470,2,1,1,1940,2,1,0,0,400000
1340,2680,4,2,1,1952,2,2,1,0,800000
1341,2290,4,2,2,1978,3,2,0,0,949880
1342,1980,3,2,1,1949,1,3,1,0,405000
1343,2870,4,2,2,1979,1,2,1,0,399000
1344,1840,3,2,1,1951,2,4,1,0,730001
1345,4060,4,3,2,2000,3,2,0,3,1795000
1346,1630,3,2,1,2003,0,2,0,0,260000
1347,1880,2,2,2,1902,2,2,0,0,751750
1348,1780,3,2,1,1983,0,3,0,0,325000
1349,2330,4,2,1,1941,0,3,1,0,344950
1350,1840,3,2,1,1925,2,4,1,0,457500
1351,2330,5,2,1,1962,1,3,1,0,389000
1352,3200,4,2,2,2005,1,2,0,0,515000
1353,2330,3,2,2,2004,2,2,1,4,732000
1354,1950,3,2,1,1964,1,2,1,0,415000
1355,3080,4,4,2,1937,2,2,1,3,1655000
1356,1040,2,1,1,1951,2,2,0,0,535000
1357,1960,4,4,2,1940,2,2,0,0,540000
1358,2750,5,3,2,1926,2,4,1,0,525000
1359,1930,3,2,1,1977,3,2,0,0,570000
1360,4850,5,4,2,2001,0,2,0,0,569950
1361,1982,4,2,2,2004,0,2,0,0,283200
1362,2640,3,3,2,1926,2,4,1,0,1100000
1363,1850,4,2,1,1978,3,2,1,0,830000
1364,1940,4,2,1,1956,3,3,1,0,495000
1365,2840,5,3,1,2003,0,2,1,0,292050
1366,1900,5,2,1,1961,2,2,1,0,415000
1367,1410,5,1,1,1955,0,4,1,0,295832
1368,2520,4,2,2,1999,1,2,0,0,450000
1369,3160,4,4,2,1997,3,2,0,0,1381000
1370,3720,4,3,2,1991,2,2,0,0,857000
1371,1820,3,4,2,2014,2,2,1,0,499950
1372,1560,3,2,1,1967,2,4,0,0,465000
1373,1600,3,1,1,1964,2,3,1,0,329000
1374,1230,3,2,1,1984,3,3,0,0,475000
1375,960,3,1,1,1955,1,2,0,0,255000
1376,1270,3,1,2,1928,2,2,0,2,435000
1377,2810,3,2,2,2001,3,2,0,0,685000
1378,2160,2,2,1,2002,3,2,0,0,715000
1379,2520,3,3,2,1925,2,2,1,0,780000
1380,1180,2,2,2,2005,2,2,1,0,345000
1381,1810,4,2,2,2003,1,2,0,0,355000
1382,1680,3,2,1,1994,0,2,1,0,282000
1383,910,3,1,1,1971,1,3,0,0,244000
1384,3250,3,4,2,1951,2,3,1,2,967500
1385,2000,3,2,1,1965,2,2,1,0,375000
1386,3790,3,3,2,1985,2,2,0,4,1600000
1387,2310,3,2,1,1977,2,2,1,0,527500
1388,2510,3,2,2,1932,2,4,1,2,994000
1389,1320,3,2,1,1948,1,4,0,0,313000
1390,2370,3,2,2,1979,3,2,0,0,587000
1391,900,3,1,1,1972,2,3,0,0,304000
1392,2540,3,2,2,1940,2,3,0,1,675000
1393,2100,4,1,1,1968,1,3,1,0,305000
1394,1200,3,1,1,1943,2,2,1,0,280000
1395,3720,5,4,2,2005,3,2,0,0,960000
1396,1760,3,2,2,1988,2,2,0,0,500000
1397,1670,3,2,1,1987,0,2,1,0,274950
1398,2420,3,2,2,1998,2,2,0,0,455600
1399,3480,5,3,2,1964,3,3,0,0,970000
1400,1630,4,2,2,2003,1,2,0,0,312900
1401,2340,4,2,2,1921,2,2,0,0,535000
1402,920,2,1,1,1910,2,2,0,0,427000
1403,910,2,1,1,1942,2,2,0,0,405000
1404,1150,3,1,1,1943,2,2,0,2,480000
1405,2500,3,2,2,1940,2,2,1,2,725000
1406,3250,4,2,1,1973,0,2,0,2,293000
1407,1930,4,2,1,1967,1,3,1,0,268000
1408,3400,4,4,2,1991,2,2,1,0,475000
1409,1590,3,2,3,1985,2,2,0,0,488000
1410,3330,4,2,2,2009,3,2,0,0,760000
1411,4590,5,4,2,2009,2,2,0,0,1710000
1412,2610,3,2,2,2014,2,2,0,0,754950
1413,1658,3,2,2,2014,0,2,0,0,263900
1414,1600,3,4,2,2006,2,2,1,0,460000
1415,1296,3,3,3,2009,2,2,0,0,399950
1416,1280,2,2,2,2009,2,2,1,0,370000
1417,5940,4,3,2,2004,2,2,1,4,1149000
1418,2510,4,3,2,2009,1,2,0,0,450800
1419,2710,3,4,2,2005,2,2,1,0,627000
1420,1750,3,2,3,2013,2,2,0,0,495000
1421,1430,3,1,2,1927,1,3,0,0,310000
1422,1660,4,1,1,1933,3,0,1,0,550000
1423,1320,2,1,1,1943,1,3,0,0,215000
1424,2580,4,3,2,1984,3,2,0,0,799000
1425,2740,4,2,2,1993,3,2,0,0,630000
1426,2495,3,2,2,2007,0,2,0,0,267000
1427,2300,6,3,2,1950,3,3,0,0,900000
1428,1300,3,2,1,1963,1,2,0,0,365000
1429,2230,4,2,1,1974,2,4,1,0,544500
1430,2020,4,3,1,1917,2,2,1,0,599000
1431,2000,4,2,2,2001,2,2,0,0,815000
1432,1060,2,1,1,1952,1,3,0,0,254000
1433,2080,2,2,1,1923,2,4,1,0,740000
1434,2030,3,2,1,1979,0,3,1,0,225000
1435,2690,3,2,2,1943,2,4,1,0,925000
1436,3240,4,2,1,1946,2,2,1,0,1285000
1437,1550,3,2,2,1999,2,4,0,0,537000
1438,1480,4,2,1,1910,2,4,1,0,335000
1439,3040,4,3,2,1906,2,2,1,0,840000
1440,1560,3,2,1,1964,0,3,1,0,224000
1441,2250,3,2,2,2006,1,2,0,0,395000
1442,1100,3,1,1,1917,2,2,0,0,450000
1443,1700,3,1,2,1907,2,2,0,0,681000
1444,2680,5,2,1,1963,3,3,1,0,898000
1445,800,3,1,1,1908,2,3,0,0,370000
1446,1350,2,2,1,2005,3,2,0,0,429000
1447,820,3,1,2,1910,2,2,0,0,150000
1448,3160,3,2,2,2006,2,2,1,0,555000
1449,1720,3,3,1,1958,1,3,0,0,326000
1450,1680,3,2,2,1994,0,2,0,0,225000
1451,1300,3,2,1,1996,0,2,0,0,245100
1452,2190,3,2,2,1987,3,2,0,0,665000
1453,1720,3,2,2,1994,2,2,0,0,535000
1454,1160,3,1,1,1968,3,2,0,0,305000
1455,3150,7,4,1,1957,3,2,0,0,999000
1456,1210,3,2,1,1983,0,3,0,0,215000
1457,1980,3,2,1,1965,2,2,1,0,432500
1458,2990,4,2,2,2003,3,2,0,0,655000
1459,1430,3,2,1,1966,1,3,0,0,266200
1460,2060,3,2,2,1999,0,2,0,0,244615
1461,2230,4,3,2,1991,0,2,0,0,460000
1462,3090,4,2,2,1995,0,2,0,0,370000
1463,4250,6,3,1,1967,0,2,1,3,465000
1464,1970,3,2,1,1937,2,2,1,4,1175000
1465,1700,2,2,1,1927,0,4,1,0,189000
1466,2510,3,2,2,1995,2,2,0,2,820000
1467,3610,6,3,1,1959,3,4,1,4,968000
1468,2980,4,3,2,1900,2,2,1,3,1400000
1469,1610,3,2,1,1947,2,3,0,0,438750
1470,3650,4,3,2,1951,2,3,1,2,1210000
1471,2510,4,2,1,1960,2,2,0,0,600000
1472,1110,3,1,2,1932,2,4,0,0,589000
1473,1650,3,2,2,1926,2,3,0,0,590000
1474,1980,3,2,1,1994,0,2,0,0,479900
1475,880,2,2,2,2007,2,2,0,0,210000
1476,1490,3,2,1,1947,3,3,1,0,745000
1477,2520,3,2,2,1906,2,3,1,0,840500
1478,1820,3,2,1,1977,3,2,1,0,420000
1479,4140,7,4,1,1978,2,2,1,0,565000
1480,3420,4,2,2,2000,3,2,0,0,840000
1481,3150,4,2,2,2006,1,2,0,0,681716
1482,1580,3,2,1,1967,3,2,1,0,600000
1483,1660,3,2,1,1949,2,2,0,0,380000
1484,1100,3,1,1,1969,0,2,0,0,168500
1485,1270,2,1,1,1920,2,3,1,0,355000
1486,1450,4,1,1,1964,2,2,1,0,277000
1487,1830,4,2,1,1989,0,3,1,0,236000
1488,1300,3,2,1,1918,2,3,1,0,270000
1489,2320,2,2,2,1925,2,2,1,2,700000
1490,1680,4,3,1,1979,1,3,1,0,425000
1491,2300,3,2,2,1921,2,3,1,0,635000
1492,1400,3,2,1,1951,2,2,1,0,510250
1493,2410,4,2,2,1929,2,4,1,2,960000
1494,1480,3,2,1,1992,1,3,0,0,254000
1495,1390,3,1,2,1954,1,3,0,0,299000
1496,830,2,1,1,1996,1,2,0,0,175000
1497,740,2,1,1,1949,0,2,0,0,157500
1498,1940,5,2,1,1945,2,4,1,0,580000
1499,1340,3,1,1,1978,0,3,0,0,124740
1500,800,2,1,1,1954,2,2,0,0,285000
1501,1310,3,2,1,1979,0,2,0,0,242000
1502,2330,4,2,2,1924,2,4,1,0,840000
1503,1400,2,3,3,2000,2,2,0,0,474800
1504,2360,4,2,2,2003,3,2,0,0,490000
1505,1840,3,2,2,2003,2,2,0,0,465000
1506,2680,4,2,2,2004,2,2,0,0,515000
1507,3890,3,4,1,1943,2,2,1,2,430000
1508,1400,3,2,1,1968,0,4,0,0,253400
1509,2400,3,2,1,1990,0,2,0,0,355000
1510,2920,4,2,2,1998,3,3,0,0,740000
1511,1390,2,2,2,1986,0,2,0,0,186950
1512,1680,3,2,2,1984,1,2,0,0,306000
1513,2040,4,2,1,1961,3,3,1,0,510000
1514,1080,2,1,1,1940,2,2,0,0,345000
1515,2280,3,3,1,1917,2,4,1,0,875000
1516,4490,4,4,2,2006,2,2,1,0,700000
1517,4700,4,3,1,2005,2,2,1,4,1400000
1518,2798,4,2,2,2012,1,2,0,0,499950
1519,2810,3,2,2,2005,3,2,0,0,739000
1520,3753,4,2,2,2008,0,2,1,0,363000
1521,3910,4,4,2,2007,2,2,1,0,782000
1522,1050,2,2,2,2005,2,2,0,0,325000
1523,1600,4,1,2,1916,2,3,0,0,485000
1524,2590,4,2,1,1968,1,3,1,0,452000
1525,1720,4,2,1,1978,0,3,1,0,264950
1526,4410,6,2,1,1965,0,3,1,2,472000
1527,1590,3,2,1,1957,0,2,1,2,267500
1528,2440,4,2,2,1996,3,2,0,0,565000
1529,1360,3,2,3,2003,2,2,1,0,535000
1530,910,2,1,1,1952,2,2,0,0,389000
1531,1390,4,2,1,1965,2,2,1,0,400000
1532,1470,3,2,1,1958,0,3,0,0,264000
1533,2920,4,2,2,1990,2,3,0,0,690000
1534,1950,3,2,1,1985,0,3,0,0,412000
1535,2390,3,2,2,2006,3,2,0,0,695000
1536,1270,3,2,1,1964,0,3,0,0,246500
1537,950,2,1,1,1958,1,2,0,0,230000
1538,900,2,1,1,1925,1,4,0,2,302000
1539,2280,4,2,2,1940,2,2,1,2,820000
1540,1010,3,1,1,1954,0,2,0,0,145000
1541,1260,2,1,1,1951,2,2,1,0,436500
1542,4730,4,4,2,1935,2,4,1,0,2453500
1543,2620,3,2,2,1992,3,2,0,0,672000
1544,2330,3,2,2,1927,2,4,1,2,680000
1545,2170,5,3,2,1911,2,3,1,0,750500
1546,2450,5,2,1,1900,2,3,1,0,550000
1547,1880,4,2,1,1978,0,3,1,0,266500
1548,2300,4,2,2,1915,2,4,1,0,619000
1549,1240,3,2,1,1988,3,2,0,0,405000
1550,820,2,1,1,1916,2,3,0,0,300000
1551,1530,4,2,2,1942,1,2,0,0,231000
1552,2900,5,3,1,1967,3,3,1,0,790000
1553,1240,4,3,1,1987,2,2,1,0,400000
1554,4140,4,4,2,2000,3,2,0,0,950000
1555,2240,4,2,1,1956,2,4,1,0,450000
1556,1480,3,2,1,1928,2,3,1,0,595000
1557,2270,3,2,1,1977,1,2,1,0,332000
1558,1250,3,1,1,1949,2,1,1,0,155000
1559,1930,5,2,1,1962,1,3,1,0,400000
1560,1700,4,2,1,1981,1,4,1,0,349000
1561,1590,3,1,1,1944,2,2,0,0,529000
1562,1880,5,2,1,1963,2,2,1,0,405000
1563,1640,4,2,1,1921,2,4,1,0,635200
1564,2600,3,2,1,1940,2,3,1,0,540000
1565,710,2,1,2,1943,2,3,0,0,402000
1566,6980,6,4,3,1999,3,3,1,4,3100000
1567,1460,3,2,1,1971,2,2,1,0,329932
1568,2080,3,2,2,1989,0,2,0,0,300000
1569,2630,5,2,2,2003,1,2,0,0,525000
1570,4430,4,3,2,1952,3,2,0,0,2750000
1571,2760,4,2,2,1999,3,2,0,0,602500
1572,1670,4,2,1,1955,1,2,0,0,400000
1573,1990,4,2,2,1944,2,3,1,0,445000
1574,2600,3,3,2,1989,0,2,1,3,525000
1575,1320,2,1,2,1909,2,3,0,0,395000
1576,2240,3,2,2,1929,2,2,1,0,510000
1577,1960,4,2,1,1959,3,3,1,0,723000
1578,2590,3,2,2,1988,1,2,1,0,503000
1579,2620,4,3,2,2000,3,2,0,0,672500
1580,2770,3,2,2,1991,3,2,0,0,860000
1581,2110,3,1,1,1924,2,4,1,0,475300
1582,2290,4,2,2,2001,1,2,0,0,295000
1583,4960,4,4,2,1909,2,2,1,0,1425000
1584,1110,2,1,1,1951,0,2,0,0,250000
1585,3310,4,3,2,2008,2,2,0,0,658000
1586,900,2,1,1,1918,0,2,0,0,83000
1587,1940,3,2,1,1960,2,3,1,1,685000
1588,1590,3,2,2,1986,0,2,0,0,210000
1589,2930,3,2,2,2008,2,2,0,0,650880
1590,2040,4,2,2,2011,2,2,0,0,350000
1591,1000,2,2,3,2006,2,2,0,0,305000
1592,1730,3,3,2,2008,2,2,1,2,645000
1593,1220,3,1,1,1901,2,2,0,0,385000
1594,3060,3,2,2,1983,3,2,0,0,860000
1595,2910,4,2,2,2002,0,2,0,0,395000
1596,1050,3,2,1,1980,1,2,0,0,260000
1597,1560,3,2,1,1992,0,2,0,0,196440
1598,1680,3,2,1,1900,2,3,1,2,425000
1599,4140,4,3,1,1977,3,2,1,1,2400000
1600,1550,3,2,1,1959,2,2,1,0,369000
1601,5700,6,3,1,1977,3,3,1,4,1385000
1602,2200,3,2,2,1990,1,2,0,0,349900
1603,1740,2,2,2,1994,2,2,1,2,650000
1604,1210,3,1,1,1955,2,2,0,0,299950
1605,4240,4,3,2,1989,0,2,1,3,625000
1606,1590,3,2,1,1978,0,2,1,0,190000
1607,3420,4,2,1,1947,2,4,1,3,715000
1608,3190,4,2,1,1946,2,4,1,0,659000
1609,1920,3,2,1,1947,2,3,1,2,490000
1610,1340,2,2,1,2004,3,2,0,0,415000
1611,1700,3,2,1,1947,2,2,1,0,750000
1612,2310,4,2,2,1927,2,2,1,0,700000
1613,1510,3,2,1,1989,1,2,1,0,425000
1614,2670,3,2,1,1987,3,2,0,0,642000
1615,2060,4,2,1,1983,3,2,1,0,655000
1616,2090,3,2,2,1928,2,3,0,0,1365000
1617,3090,5,2,1,1957,2,2,1,0,458000
1618,1240,2,2,2,2007,2,2,0,0,330000
1619,1860,3,2,2,2000,1,2,0,0,384950
1620,2000,3,2,1,1953,2,2,0,0,560000
1621,2500,4,2,1,1970,3,3,1,0,950000
1622,1820,4,2,1,1977,3,4,1,0,465000
1623,1820,3,2,1,1974,2,2,1,0,425000
1624,1060,3,2,1,1981,2,2,0,0,315000
1625,1950,3,2,2,1988,3,2,0,0,530000
1626,940,2,1,1,1911,2,3,0,0,399000
1627,1220,2,2,2,1976,0,3,0,0,168000
1628,4180,5,4,2,2004,3,2,0,0,1886700
1629,1200,3,1,1,1971,3,3,0,0,374000
1630,3990,5,4,2,1937,2,2,1,0,740000
1631,1880,2,1,1,1919,2,2,1,0,280000
1632,2280,4,2,2,1994,0,2,0,0,322000
1633,2580,3,2,1,1951,3,3,1,0,459900
1634,2600,4,3,1,1976,2,2,1,0,750000
1635,3150,4,2,2,1966,3,3,0,0,1256500
1636,5550,4,4,2,2000,3,3,1,2,3710000
1637,2220,5,3,1,1973,2,2,1,0,427000
1638,1730,2,2,2,1947,2,3,0,2,800000
1639,2840,4,3,2,1931,2,3,1,0,735000
1640,2560,4,2,2,1992,2,2,0,0,642000
1641,1330,3,2,1,1900,2,3,1,0,240000
1642,1890,2,1,2,1909,2,3,0,0,645500
1643,4290,7,4,2,1982,2,4,0,0,840000
1644,1540,2,2,2,1983,3,2,0,0,475000
